projectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,status,replicate,length_mm,lengthnotes,identificationnotes,length_category,h2otemp,do_mgl,do_percent,salinity,conductivity
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,1.0,36.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,2.0,38.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,3.0,34.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,2,Clevelandia ios,arrow goby,native,4.0,39.0,,,Small,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1.0,62.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,2.0,69.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,3.0,70.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,4.0,73.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,5.0,66.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,6.0,75.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,7.0,71.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,8.0,50.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,9.0,59.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,1,10/17/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,10.0,55.0,,,Medium,15.885714285714286,7.191428571428571,87.67142857142858,29.34714285714286,36845.857142857145
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Engraulis mordax,Californian anchovy,native,1.0,70.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Engraulis mordax,Californian anchovy,native,2.0,63.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,1.0,24.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,2.0,27.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,3.0,30.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,4.0,22.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,5.0,29.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,6.0,22.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,7.0,26.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,8.0,28.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,9.0,29.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,10.0,28.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,1.0,32.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,2.0,37.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,3.0,51.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,4.0,44.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,5.0,46.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,6.0,38.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,7.0,33.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,8.0,45.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,9.0,46.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,10.0,35.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,1.0,49.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Syngnathus leptorhynchus,bay pipefish,native,2.0,93.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Gasterosteus aculeatus,threespine stickleback,native,1.0,27.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Clevelandia ios,arrow goby,native,1.0,35.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Clevelandia ios,arrow goby,native,2.0,37.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Clevelandia ios,arrow goby,native,3.0,34.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Clevelandia ios,arrow goby,native,4.0,33.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,1,Clevelandia ios,arrow goby,native,5.0,28.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,1.0,54.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,2.0,37.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,3.0,34.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,4.0,39.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,5.0,27.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,6.0,37.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,7.0,41.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,8.0,31.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,9.0,34.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,10.0,42.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,1.0,39.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,2.0,36.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,3.0,38.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,4.0,40.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,5.0,37.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,6.0,41.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,7.0,52.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,8.0,48.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,9.0,43.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Fundulus parvipinnis,California killifish,native,10.0,34.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,1.0,75.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,2.0,136.0,,,Large,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,3.0,63.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Syngnathus leptorhynchus,bay pipefish,native,4.0,147.0,,,Large,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,1.0,64.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,2.0,66.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,3.0,65.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,1.0,38.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,2.0,31.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,3.0,22.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,4.0,35.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,5.0,26.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,6.0,32.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,7.0,31.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,8.0,27.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,9.0,31.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Clevelandia ios,arrow goby,native,10.0,26.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Mugil cephalus,striped mullet,native,1.0,71.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,2,Leptocottus armatus,Pacific staghorn sculpin,native,1.0,114.0,,,Large,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,1.0,58.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,2.0,56.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,3.0,52.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,4.0,86.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,5.0,60.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,6.0,47.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,7.0,49.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,8.0,56.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,9.0,57.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,10.0,39.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1.0,39.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,2.0,52.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,3.0,55.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,4.0,47.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,5.0,57.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,6.0,53.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,7.0,67.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,8.0,57.0,,,Medium,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,9.0,48.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,10.0,36.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Pachygrapsus sp.,shore crab,,1.0,26.0,7g,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Clevelandia ios,arrow goby,native,1.0,33.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Clevelandia ios,arrow goby,native,2.0,31.0,,,Small,17.9,12.257,80.4,28.598000000000003,37787.9
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,1.0,82.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,2.0,29.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,3.0,188.0,,,Large,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,4.0,104.0,,,Large,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,5.0,77.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,6.0,73.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,7.0,66.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,8.0,72.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,9.0,89.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,10.0,37.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,1.0,33.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,2.0,46.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,3.0,49.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,4.0,62.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,5.0,54.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,6.0,49.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,7.0,46.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,8.0,53.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,9.0,57.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,10.0,44.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,1.0,176.0,,,Large,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,2.0,109.0,,,Large,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,3.0,31.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,4.0,32.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,5.0,27.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,6.0,63.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,7.0,36.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,8.0,37.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,1.0,72.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,2.0,46.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,3.0,68.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,1.0,47.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,2.0,39.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,3.0,34.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1.0,84.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,2.0,33.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,3.0,107.0,,,Large,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,4.0,97.0,,,Medium,19.25,6.24,78.225,23.3425,32353.0
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,5.0,35.0,,,Small,19.25,6.24,78.225,23.3425,32353.0
