projectid,siteid,estuaryname,stationno,samplecollectiondate,surveytype,netreplicate,scientificname,commonname,status,replicate,length_mm,lengthnotes,identificationnotes
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,6,47,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,7,49,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,8,56,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,9,57,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,10,39,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1,39,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,2,52,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,3,55,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,4,47,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,5,57,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,6,53,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,7,67,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,8,57,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,9,48,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,10,36,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Pachygrapsus sp.,shore crab,Not recorded,1,26,7g,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Clevelandia ios,arrow goby,native,1,33,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,3,Clevelandia ios,arrow goby,native,2,31,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,4,Hemigrapsus oregonensis,yellow shore crab,native,-88,-88,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,5,Porichthys notatus,plainfin midshipman,native,-88,-88,,
EMPA ,CC-MOR,Morro Bay,2,10/15/2024,beach seine ,5,Ilypnus gilberti,cheekspot goby,native,-88,-88,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,1,82,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,2,29,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,3,188,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,4,104,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,5,77,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,6,73,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,7,66,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,8,72,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,9,89,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Atherinops affinis,topsmelt silverside,native,10,37,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,1,33,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,2,46,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,3,49,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,4,62,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,5,54,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,6,49,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,7,46,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,8,53,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,9,57,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,1,Fundulus parvipinnis,California killifish,native,10,44,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,1,176,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,2,109,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,3,31,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,4,32,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,5,27,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,6,63,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,7,36,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Atherinops affinis,topsmelt silverside,native,8,37,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,1,72,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,2,46,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Engraulis mordax,Californian anchovy,native,3,68,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,1,47,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,2,39,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,2,Clevelandia ios,arrow goby,native,3,34,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,1,84,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,2,33,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,3,107,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,4,97,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,5,35,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,6,37,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,7,33,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,8,37,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,9,31,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Atherinops affinis,topsmelt silverside,native,10,43,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Engraulis mordax,Californian anchovy,native,1,51,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,1,48,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,2,53,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,3,51,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,4,48,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,5,43,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,6,56,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,7,54,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,8,42,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,9,52,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,3,Fundulus parvipinnis,California killifish,native,10,43,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,4,Not recorded,Not recorded,Not recorded,-88,-88,,
EMPA ,CC-MOR,Morro Bay,3,10/16/2024,beach seine ,5,Not recorded,Not recorded,Not recorded,-88,-88,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,1,56,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,2,62,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,3,37,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,4,67,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,5,58,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,6,56,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,7,49,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,8,73,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,9,65,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,10,63,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,1,42,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,1,76,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,2,47,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,3,59,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,4,76,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,5,62,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,6,76,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,7,75,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,8,66,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,9,56,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,10,69,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,1,32,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,2,39,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,3,42,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,1,37,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,2,36,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,3,28,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,4,39,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,5,23,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,6,41,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,7,35,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,8,37,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,9,34,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Clevelandia ios,arrow goby,Native,10,27,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,3,Metacarcinus magister,dungeness crab,Native,1,20,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,4,Clevelandia ios,arrow goby ,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,4,Atherinops affinis,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,5,Atherinops affinis ,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,1,10/7/2024,Beach seine,5,Clevelandia ios,arrow goby,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,1,57,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,2,59,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,3,60,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,4,49,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,5,59,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,6,57,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,7,51,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,8,55,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,9,63,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,10,59,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,1,37,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,2,34,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,3,38,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,4,37,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,5,43,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,6,31,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,7,36,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,8,37,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,9,38,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,10,36,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,1,29,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,2,25,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,3,26,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,4,20,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,5,28,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,6,26,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,1,64,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,2,61,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,3,56,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,4,43,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,5,46,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,6,66,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,7,48,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,8,64,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,9,67,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Atherinops affinis,topsmelt silverside,Native,10,59,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,1,44,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,1,52,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,2,60,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,3,53,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,4,53,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,5,52,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,6,56,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,7,43,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,8,55,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,9,55,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Atherinops affinis,topsmelt silverside,Native,10,56,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Gasterosteus aculeatus,threespine stickleback,Native,1,21,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,1,28,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,2,26,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,3,21,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,4,29,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,5,32,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,6,24,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,7,28,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,8,24,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,9,25,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,3,Hemigrapsus oregonensis,yellow shore crab,Native,10,21,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,4,Atherinops affinis,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,4,Clevelandia ios,arrow goby,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,4,Leptocottus armatus,Pacific staghorn sculpin ,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,5,Atherinops affinis,topsmelt silverside,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,2,10/7/2024,Beach seine,5,Clevelandia ios,arrow goby,Native,-88,-88,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,1,34,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,2,36,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,3,34,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,4,43,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,5,31,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,6,36,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,7,35,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,8,37,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,9,39,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Clevelandia ios,arrow goby,Native,10,33,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,1,98,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,2,44,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Atherinops affinis,topsmelt silverside,Native,3,98,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Syngnathus leptorhynchus,bay pipefish,Native,1,96,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Syngnathus leptorhynchus,bay pipefish,Native,2,49,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Syngnathus leptorhynchus,bay pipefish,Native,3,134,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Platichthys stellatus,starry flounder,Native,1,127,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,leptocottus armatus,Pacific staghorn sculpin ,Native,1,94,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Metacarcinus magister,dungeness crab,Native,2,30,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Metacarcinus magister,dungeness crab,Native,3,90,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Metacarcinus magister,dungeness crab,Native,4,70,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Metacarcinus magister,dungeness crab,Native,5,29,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,1,33,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,2,30,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,3,29,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,4,29,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,5,26,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,6,25,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,7,27,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,8,24,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,9,29,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,1,Hemigrapsus oregonensis,yellow shore crab,Native,10,23,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,1,46,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,2,46,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,3,39,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,4,44,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,5,46,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,6,37,,
EMPA,CC-PAJ,Pajaro River,3,10/8/2024,Beach seine,2,Clevelandia ios,arrow goby,Native,7,45,,
